"date","y","x1"
2014-01-05,105.294986741563,88.2151286535699
2014-01-06,105.894309669798,88.4841530658062
2014-01-07,106.620875838828,87.8768418306373
2014-01-08,106.157206715611,86.7795430337457
2014-01-09,101.281175367611,84.6224282628838
2014-01-10,101.448430404394,84.6065027668106
2014-01-11,100.973531295986,84.3614977889969
2014-01-12,102.544706623256,84.9115667633495
2014-01-13,102.196095062485,84.367215830613
2014-01-14,106.81382391282,85.9912187998997
2014-01-15,103.097143547068,86.5618673311819
2014-01-16,101.582386666749,86.7609279412684
2014-01-17,101.673556412411,85.7347587074076
2014-01-18,101.841354437786,85.3856419066632
2014-01-19,102.237455737321,84.0233656817756
2014-01-20,100.78481588416,83.5038695773847
2014-01-21,100.799475990316,83.7952004174814
2014-01-22,101.469293747955,85.127100768507
2014-01-23,103.323753845151,84.9714778566451
2014-01-24,102.501752563531,86.4334600257557
2014-01-25,105.202970606505,88.0942400707705
2014-01-26,109.529621758391,89.1196372584513
2014-01-27,106.281388964034,89.1837088588225
2014-01-28,107.39078124721,90.1877023582356
2014-01-29,106.034848798153,88.5397239051318
2014-01-30,106.484644636029,88.6931688814935
2014-01-31,104.828440129525,88.0313018340905
2014-02-01,102.986789724487,86.6013749814495
2014-02-02,104.130447420882,87.4468978976781
2014-02-03,107.58962560661,87.7160559616202
2014-02-04,104.126018233013,87.0417697880703
2014-02-05,106.157168423783,87.0393714079508
2014-02-06,105.719404485374,86.1969903906716
2014-02-07,101.833157375086,84.3386117558742
2014-02-08,102.205645807644,85.0953321775787
2014-02-09,101.952496215371,84.764087114501
2014-02-10,100.201140097063,83.3861902749142
2014-02-11,99.9684481704598,82.621433847075
2014-02-12,99.8855288926984,83.2557975845657
2014-02-13,100.18086999424,82.9969341004189
2014-02-14,100.26867142713,84.6142527987544
2014-02-15,99.6383943368431,84.4797870745297
2014-02-16,103.404272138826,86.0064500561651
2014-02-17,104.747438903684,86.4356160206612
2014-02-18,103.498399511826,85.7111053932891
2014-02-19,100.196157136733,84.1149710613476
2014-02-20,98.0881334122557,83.6124946887335
2014-02-21,100.261950572215,84.8116140883026
2014-02-22,100.180117923862,85.0363983249426
2014-02-23,103.35637574583,84.843904521154
2014-02-24,101.015791636131,83.7447368207691
2014-02-25,102.518960350355,85.5983962104798
2014-02-26,100.687986526053,84.9143623742362
2014-02-27,102.55363265839,85.8129146863038
2014-02-28,104.047084239932,86.633605742282
2014-03-01,103.378053360498,86.9952338916835
2014-03-02,107.071924590776,88.3559767836663
2014-03-03,104.46994732247,87.7306061229117
2014-03-04,106.301462055551,89.141791216481
2014-03-05,109.49682952529,90.3827351431189
2014-03-06,108.485277812686,90.6863015393476
2014-03-07,111.014291469492,93.6915350149938
2014-03-08,112.867343694573,93.8003816510589
2014-03-09,111.538727869305,93.501577401645
2014-03-10,112.284408699329,93.7858035379557
2014-03-11,109.686179697106,92.2920564667437
2014-03-12,109.521634601159,91.1035748609673
2014-03-13,106.002957468914,90.1934135247299
2014-03-14,106.543084370612,90.3408292300702
2014-03-15,108.555071439643,89.3144820521743
2014-03-16,117.294312743074,88.8611677695814
2014-03-17,116.495691770188,88.8530324179388
2014-03-18,118.253265267922,89.9916129390142
2014-03-19,117.975995109054,90.2462260165897
2014-03-20,120.639716329814,90.9676481824825
2014-03-21,117.622604506845,89.7413887833894
2014-03-22,116.215262174588,88.718471465307
2014-03-23,117.14353869523,88.3354478378753
2014-03-24,116.553033903326,87.8977132024199
2014-03-25,115.102037228661,87.6658479148128
2014-03-26,117.017486067743,88.600145442423
2014-03-27,117.978480593359,90.1096088581021
2014-03-28,118.860957062418,90.4010334976865
2014-03-29,117.747853794938,90.3698009921331
2014-03-30,118.69019056988,90.3460690657238
2014-03-31,117.019148380786,89.6912338955277
2014-04-01,118.602027351201,90.6434743583368
2014-04-02,118.129658809177,90.488528222112
2014-04-03,121.840240231535,91.2885099477757
2014-04-04,117.284462260685,89.2901681909145
2014-04-05,116.016020338404,88.6684281248559
2014-04-06,118.965519657894,89.8042325675948
2014-04-07,116.73101800246,88.9885623140904
2014-04-08,118.203885420013,89.9762491483596
2014-04-09,115.21484088821,88.2392972006125
2014-04-10,114.942928099231,87.4435555317782
2014-04-11,116.669401819417,86.9510291288465
2014-04-12,112.580096233226,85.4336410991219
2014-04-13,111.339439225794,85.6553155715715
2014-04-14,114.326392437154,85.105025757781
